time,weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration
2016-09-14,53,29.7,24.7,26.9,33.2,4.9,4.9,15.0,5.1,2.61
2016-09-15,61,30.7,24.5,27.5,33.7,10.4,10.4,10.0,5.9,3.0
2016-09-16,63,30.5,24.8,27.1,33.5,20.4,20.4,14.0,5.8,2.93
2016-09-17,63,31.5,24.8,26.8,33.2,22.8,22.8,22.0,4.6,2.5
2016-09-18,63,28.5,24.6,26.1,32.1,17.4,17.4,17.0,5.0,1.57
2016-09-19,63,29.5,24.6,26.3,32.4,28.9,28.9,20.0,5.4,2.23
2016-09-20,63,28.2,24.5,26.2,32.2,26.3,26.3,21.0,4.7,1.64
2016-09-21,61,31.5,24.8,26.8,33.1,21.2,21.2,15.0,5.5,1.97
2016-09-22,63,31.4,24.6,27.4,33.5,14.4,14.4,12.0,4.9,3.27
2016-09-23,63,30.7,24.0,26.5,32.3,20.4,20.4,19.0,6.8,3.36
2016-09-24,61,30.5,23.9,27.0,32.8,11.9,11.9,11.0,4.7,3.54
2016-09-25,63,30.5,24.4,26.9,33.0,32.0,32.0,17.0,5.4,3.34
2016-09-26,63,30.5,24.5,26.6,32.6,30.4,30.4,20.0,6.9,2.26
2016-09-27,53,30.8,24.6,27.4,33.6,1.6,1.6,4.0,5.4,2.96
2016-09-28,61,31.7,25.0,28.0,34.6,10.4,10.4,13.0,6.2,3.58
2016-09-29,63,31.8,25.0,27.6,34.0,16.6,16.6,14.0,6.4,3.14
2016-09-30,55,31.5,24.7,27.7,33.7,3.4,3.4,8.0,7.6,2.96
2016-10-01,61,31.3,24.8,27.7,34.0,4.2,4.2,5.0,5.1,2.46
2016-10-02,53,31.4,24.8,27.3,34.0,3.4,3.4,10.0,4.5,2.67
2016-10-03,63,31.6,24.6,27.2,33.6,6.1,6.1,7.0,7.1,2.53
2016-10-04,51,31.9,24.6,27.9,34.4,0.4,0.4,2.0,6.8,3.37
2016-10-05,63,31.1,24.8,27.2,33.7,18.4,18.4,13.0,4.9,2.99
2016-10-06,63,30.6,24.5,27.0,33.2,28.6,28.6,16.0,6.3,2.4
2016-10-07,63,29.8,24.5,26.1,32.2,23.3,23.3,21.0,7.0,2.08
2016-10-08,61,28.9,24.2,25.6,31.4,22.8,22.8,23.0,6.1,1.64
2016-10-09,61,28.5,24.0,25.8,31.5,19.5,19.5,21.0,5.6,2.18
2016-10-10,63,29.1,23.8,26.1,31.5,25.5,25.5,21.0,7.7,2.47
2016-10-11,61,28.5,23.5,25.0,30.0,12.5,12.5,19.0,7.4,1.17
2016-10-12,65,26.9,22.8,24.5,29.1,122.0,122.0,24.0,10.0,0.97
2016-10-13,53,28.9,22.8,25.2,30.4,3.9,3.9,12.0,6.5,2.3
2016-10-14,1,30.2,23.0,26.3,31.9,0.0,0.0,0.0,4.4,3.51
2016-10-15,51,31.2,23.8,27.0,32.9,0.2,0.2,1.0,4.9,3.63
2016-10-16,2,31.9,23.5,27.4,33.2,0.0,0.0,0.0,6.2,3.88
2016-10-17,0,32.5,22.4,27.4,32.6,0.0,0.0,0.0,6.9,4.04
2016-10-18,1,31.8,23.3,27.0,32.2,0.0,0.0,0.0,7.0,3.67
2016-10-19,51,31.4,22.1,26.6,31.6,0.2,0.2,1.0,4.8,3.74
2016-10-20,51,31.0,22.1,25.9,30.5,0.1,0.1,1.0,5.4,3.74
2016-10-21,1,30.4,20.5,25.4,29.4,0.0,0.0,0.0,6.6,3.73
2016-10-22,0,29.8,19.8,24.9,28.4,0.0,0.0,0.0,6.5,3.64
2016-10-23,0,29.7,19.8,24.5,27.5,0.0,0.0,0.0,6.4,3.65
2016-10-24,2,31.2,19.7,25.7,30.0,0.0,0.0,0.0,5.9,3.65
2016-10-25,51,31.0,21.8,26.5,31.2,1.2,1.2,8.0,7.1,3.33
2016-10-26,63,28.7,23.1,25.4,30.2,18.4,18.4,18.0,7.2,2.29
2016-10-27,61,27.8,22.0,24.4,28.8,19.9,19.9,17.0,8.0,1.61
2016-10-28,51,27.2,22.1,24.4,28.8,0.4,0.4,3.0,4.7,2.07
2016-10-29,51,29.7,21.9,25.2,29.9,0.6,0.6,3.0,6.5,3.02
2016-10-30,2,29.1,22.0,25.4,30.4,0.0,0.0,0.0,5.2,2.74
2016-10-31,0,30.4,21.8,25.9,30.7,0.0,0.0,0.0,5.5,3.3
2016-11-01,1,30.7,21.9,26.1,30.5,0.0,0.0,0.0,5.9,3.32
2016-11-02,51,31.1,22.3,26.1,30.6,0.4,0.4,1.0,6.0,3.23
2016-11-03,53,31.1,22.2,26.2,30.8,2.4,2.4,5.0,6.2,3.14
2016-11-04,53,26.5,22.1,23.8,28.3,5.3,5.3,11.0,6.4,1.5
2016-11-05,61,24.2,20.3,22.5,26.2,6.0,6.0,14.0,10.4,0.81
2016-11-06,63,23.2,20.2,21.7,24.8,29.2,29.2,15.0,10.8,1.03
2016-11-07,3,27.7,20.6,23.8,27.9,0.0,0.0,0.0,5.3,2.82
2016-11-08,51,27.0,18.8,23.2,26.8,0.3,0.3,3.0,6.9,2.32
2016-11-09,0,28.3,18.3,23.1,25.5,0.0,0.0,0.0,6.5,3.23
2016-11-10,1,28.7,18.8,23.9,27.9,0.0,0.0,0.0,4.2,3.06
2016-11-11,1,27.7,18.1,23.1,26.1,0.0,0.0,0.0,5.8,2.7
2016-11-12,0,27.3,17.7,22.5,25.3,0.0,0.0,0.0,5.9,3.07
2016-11-13,1,27.3,18.8,22.7,25.4,0.0,0.0,0.0,6.3,2.82
2016-11-14,1,27.6,17.6,22.4,25.5,0.0,0.0,0.0,6.1,2.77
2016-11-15,2,27.7,17.2,22.3,25.6,0.0,0.0,0.0,6.9,2.98
2016-11-16,2,28.1,17.2,22.4,25.5,0.0,0.0,0.0,6.1,3.01
2016-11-17,2,28.5,16.7,22.2,24.7,0.0,0.0,0.0,6.2,3.05
2016-11-18,0,27.8,15.9,21.7,23.9,0.0,0.0,0.0,7.1,3.12
2016-11-19,1,27.1,14.9,21.2,23.4,0.0,0.0,0.0,3.7,2.98
2016-11-20,1,26.8,14.9,20.9,22.8,0.0,0.0,0.0,4.7,2.97
2016-11-21,1,26.2,14.3,20.5,22.2,0.0,0.0,0.0,4.8,2.93
2016-11-22,1,25.7,14.7,20.1,21.7,0.0,0.0,0.0,6.2,2.9
2016-11-23,1,26.2,14.9,20.6,22.5,0.0,0.0,0.0,5.9,2.86
2016-11-24,2,25.9,15.1,20.4,22.4,0.0,0.0,0.0,5.8,2.85
2016-11-25,2,24.5,14.9,19.8,21.3,0.0,0.0,0.0,5.3,2.46
2016-11-26,2,26.2,14.9,20.5,22.4,0.0,0.0,0.0,6.8,2.82
2016-11-27,2,25.7,15.4,20.4,22.3,0.0,0.0,0.0,6.6,2.73
2016-11-28,1,25.3,15.4,20.3,22.1,0.0,0.0,0.0,6.1,2.43
2016-11-29,2,25.8,16.4,21.1,23.0,0.0,0.0,0.0,6.6,2.59
2016-11-30,0,26.4,16.0,21.2,23.0,0.0,0.0,0.0,7.2,2.61
2016-12-01,1,26.7,15.6,20.8,22.2,0.0,0.0,0.0,6.5,2.7
2016-12-02,1,26.7,15.9,20.9,22.5,0.0,0.0,0.0,6.4,2.65
2016-12-03,0,27.1,15.7,21.1,22.5,0.0,0.0,0.0,7.2,2.79
2016-12-04,0,28.3,15.4,21.2,22.8,0.0,0.0,0.0,7.1,2.95
2016-12-05,0,28.6,14.8,21.4,22.8,0.0,0.0,0.0,7.7,2.95
2016-12-06,0,29.1,14.0,21.6,22.6,0.0,0.0,0.0,6.8,3.16
2016-12-07,0,28.4,13.8,21.2,22.2,0.0,0.0,0.0,6.8,2.99
2016-12-08,0,28.2,13.6,20.7,21.5,0.0,0.0,0.0,7.2,2.97
2016-12-09,0,27.6,13.9,20.6,21.7,0.0,0.0,0.0,6.9,2.91
2016-12-10,0,27.6,13.0,20.3,21.2,0.0,0.0,0.0,5.0,2.85
2016-12-11,0,26.7,12.8,20.1,20.7,0.0,0.0,0.0,4.5,2.79
2016-12-12,1,25.7,13.3,19.3,20.3,0.0,0.0,0.0,7.0,2.78
2016-12-13,1,25.1,13.5,18.8,19.9,0.0,0.0,0.0,6.5,2.7
2016-12-14,0,24.9,13.2,18.7,20.0,0.0,0.0,0.0,6.0,2.62
2016-12-15,1,25.7,13.5,19.3,20.6,0.0,0.0,0.0,6.6,2.67
2016-12-16,1,26.7,13.7,19.9,20.4,0.0,0.0,0.0,8.0,2.9
2016-12-17,2,27.0,14.8,20.4,21.2,0.0,0.0,0.0,7.0,2.71
2016-12-18,2,25.0,14.3,19.4,20.5,0.0,0.0,0.0,6.6,2.54
2016-12-19,51,24.3,14.2,19.5,20.2,3.8,3.8,12.0,6.2,2.51
2016-12-20,51,22.9,16.7,19.2,20.8,2.2,2.2,12.0,5.8,1.86
2016-12-21,51,23.8,15.2,19.3,20.9,0.9,0.9,4.0,5.0,2.06
2016-12-22,2,26.9,15.2,20.5,22.1,0.0,0.0,0.0,8.1,2.77
2016-12-23,1,25.7,15.2,20.9,22.8,0.0,0.0,0.0,6.1,2.47
2016-12-24,51,25.0,16.4,20.4,22.3,0.2,0.2,2.0,5.2,2.29
2016-12-25,1,25.8,15.1,20.2,21.9,0.0,0.0,0.0,5.8,2.59
2016-12-26,53,25.1,15.1,20.0,21.3,1.2,1.2,4.0,7.1,2.3
2016-12-27,1,25.2,13.6,19.0,20.0,0.0,0.0,0.0,6.3,2.69
2016-12-28,0,25.5,13.0,19.4,20.2,0.0,0.0,0.0,6.8,2.75
2016-12-29,0,27.0,13.0,19.7,19.9,0.0,0.0,0.0,7.6,3.02
2016-12-30,1,26.7,13.4,19.8,19.8,0.0,0.0,0.0,7.9,3.06
2016-12-31,1,26.0,14.1,19.9,20.6,0.0,0.0,0.0,6.9,2.61
2017-01-01,0,25.9,13.9,20.0,20.5,0.0,0.0,0.0,7.7,2.67
2017-01-02,0,26.4,13.7,19.9,20.7,0.0,0.0,0.0,6.9,2.77
2017-01-03,1,26.5,14.8,20.2,21.1,0.0,0.0,0.0,6.4,2.76
2017-01-04,1,25.4,13.2,19.0,19.8,0.0,0.0,0.0,5.7,2.66
2017-01-05,1,24.7,12.6,18.6,18.8,0.0,0.0,0.0,7.0,2.85
2017-01-06,0,24.5,11.9,18.0,18.2,0.0,0.0,0.0,5.8,2.78
2017-01-07,0,24.5,12.8,18.1,18.4,0.0,0.0,0.0,5.9,2.78
2017-01-08,0,24.6,12.4,17.9,18.1,0.0,0.0,0.0,7.6,2.85
2017-01-09,0,24.8,12.1,18.0,18.5,0.0,0.0,0.0,6.3,2.79
2017-01-10,2,24.4,12.3,18.5,18.9,0.0,0.0,0.0,11.8,2.53
2017-01-11,1,23.5,10.9,17.1,17.3,0.0,0.0,0.0,6.9,2.82
2017-01-12,2,22.6,10.9,16.4,16.4,0.0,0.0,0.0,5.0,2.58
2017-01-13,0,22.3,9.6,15.6,15.2,0.0,0.0,0.0,8.1,2.77
2017-01-14,0,22.9,9.5,16.0,15.8,0.0,0.0,0.0,7.1,2.84
2017-01-15,2,24.3,9.8,16.5,16.4,0.0,0.0,0.0,7.4,3.02
2017-01-16,2,23.9,9.8,17.0,17.0,0.0,0.0,0.0,6.5,2.95
2017-01-17,1,23.7,10.5,17.4,17.6,0.0,0.0,0.0,5.7,2.88
2017-01-18,1,24.9,11.2,18.1,18.3,0.0,0.0,0.0,7.9,3.04
2017-01-19,1,26.2,11.7,18.6,19.3,0.0,0.0,0.0,7.7,3.13
2017-01-20,2,25.5,11.5,18.4,19.1,0.0,0.0,0.0,6.5,3.04
2017-01-21,2,26.1,11.6,18.6,19.4,0.0,0.0,0.0,7.2,3.13
2017-01-22,0,26.7,11.9,18.9,19.8,0.0,0.0,0.0,7.1,3.21
2017-01-23,0,26.0,11.6,18.9,19.7,0.0,0.0,0.0,6.0,3.15
2017-01-24,0,26.7,12.8,19.3,20.0,0.0,0.0,0.0,7.6,3.25
2017-01-25,0,28.4,12.5,20.4,21.3,0.0,0.0,0.0,6.4,3.33
2017-01-26,1,28.5,12.7,20.9,21.5,0.0,0.0,0.0,7.2,3.39
2017-01-27,3,26.7,13.2,20.1,20.9,0.0,0.0,0.0,5.8,2.56
2017-01-28,51,25.0,13.6,19.3,20.4,0.1,0.1,1.0,7.9,2.21
2017-01-29,2,25.6,13.2,19.0,19.9,0.0,0.0,0.0,6.9,3.12
2017-01-30,2,25.0,13.1,18.7,19.6,0.0,0.0,0.0,7.5,3.03
2017-01-31,2,24.8,13.2,18.8,19.8,0.0,0.0,0.0,8.6,2.99
2017-02-01,1,25.4,12.8,19.1,19.9,0.0,0.0,0.0,7.1,3.24
2017-02-02,2,25.2,12.1,18.6,19.3,0.0,0.0,0.0,6.6,3.3
2017-02-03,2,25.6,12.1,18.7,19.3,0.0,0.0,0.0,7.2,3.34
2017-02-04,1,28.7,13.1,20.6,21.7,0.0,0.0,0.0,7.0,3.59
2017-02-05,0,28.7,12.9,20.7,20.9,0.0,0.0,0.0,7.6,3.84
2017-02-06,0,27.4,13.1,20.2,20.7,0.0,0.0,0.0,7.6,3.68
2017-02-07,1,26.4,13.5,19.9,21.0,0.0,0.0,0.0,8.2,3.26
2017-02-08,0,26.8,13.5,20.0,20.7,0.0,0.0,0.0,7.2,3.5
2017-02-09,1,26.7,13.5,19.8,20.7,0.0,0.0,0.0,8.4,3.54
2017-02-10,1,26.4,13.5,20.0,20.9,0.0,0.0,0.0,9.8,3.58
2017-02-11,1,27.1,14.9,20.9,21.6,0.0,0.0,0.0,7.0,3.22
2017-02-12,0,27.8,14.0,20.9,21.6,0.0,0.0,0.0,8.0,3.67
2017-02-13,0,27.6,13.9,20.5,21.1,0.0,0.0,0.0,7.1,3.69
2017-02-14,1,27.8,14.2,21.3,21.9,0.0,0.0,0.0,8.7,3.68
2017-02-15,0,28.3,14.9,21.0,21.9,0.0,0.0,0.0,6.9,3.84
2017-02-16,0,28.8,14.6,21.8,22.6,0.0,0.0,0.0,7.2,3.88
2017-02-17,0,29.1,14.8,21.6,22.3,0.0,0.0,0.0,7.0,3.94
2017-02-18,0,29.6,14.9,22.4,23.2,0.0,0.0,0.0,7.2,3.95
2017-02-19,1,28.5,15.8,22.3,23.7,0.0,0.0,0.0,7.8,3.74
2017-02-20,55,24.3,17.1,20.8,23.1,12.5,12.5,17.0,5.5,1.89
2017-02-21,63,22.5,18.6,20.0,23.1,25.7,25.7,24.0,6.0,1.28
2017-02-22,61,26.7,19.0,21.5,24.6,28.8,28.8,24.0,7.6,2.15
2017-02-23,53,25.5,17.3,21.1,24.2,3.2,3.2,10.0,7.3,2.45
2017-02-24,1,25.0,12.0,19.1,20.2,0.0,0.0,0.0,7.2,3.71
2017-02-25,0,24.2,11.9,17.8,18.0,0.0,0.0,0.0,7.2,3.79
2017-02-26,0,24.4,11.9,18.2,18.6,0.0,0.0,0.0,6.2,3.75
2017-02-27,0,25.3,12.6,18.7,19.6,0.0,0.0,0.0,5.9,3.71
2017-02-28,1,26.0,13.2,20.0,21.2,0.0,0.0,0.0,6.2,3.72
2017-03-01,1,26.1,14.9,20.4,22.1,0.0,0.0,0.0,6.0,3.61
2017-03-02,0,27.4,14.7,21.2,23.1,0.0,0.0,0.0,6.0,3.79
2017-03-03,0,29.0,16.0,22.6,25.3,0.0,0.0,0.0,11.0,3.91
2017-03-04,51,27.2,16.6,21.6,24.2,0.1,0.1,1.0,8.0,2.91
2017-03-05,63,25.8,17.0,20.3,22.5,16.7,16.7,18.0,7.6,2.58
2017-03-06,51,24.7,16.7,20.2,22.4,2.3,2.3,13.0,9.7,2.16
2017-03-07,0,26.4,15.2,20.6,22.4,0.0,0.0,0.0,5.9,3.78
2017-03-08,53,27.5,14.8,21.7,23.6,5.7,5.7,10.0,7.1,3.83
2017-03-09,51,25.2,17.5,21.1,23.3,0.5,0.5,3.0,6.8,2.96
2017-03-10,63,25.9,18.8,21.7,24.2,13.9,13.9,13.0,7.5,2.64
2017-03-11,63,21.8,18.6,20.2,23.1,46.0,46.0,19.0,9.3,0.81
2017-03-12,3,25.2,16.1,20.6,22.6,0.0,0.0,0.0,9.0,2.77
2017-03-13,0,25.4,13.9,19.6,20.6,0.0,0.0,0.0,7.3,4.29
2017-03-14,0,25.4,12.1,18.8,19.5,0.0,0.0,0.0,8.8,4.28
2017-03-15,1,25.5,11.6,19.0,19.9,0.0,0.0,0.0,7.0,4.3
2017-03-16,0,26.3,13.1,20.0,21.5,0.0,0.0,0.0,8.4,4.14
2017-03-17,1,26.6,13.2,20.6,22.1,0.0,0.0,0.0,6.8,4.17
2017-03-18,63,25.6,15.4,20.2,21.8,8.3,8.3,7.0,10.0,3.46
2017-03-19,53,25.7,16.0,20.9,22.9,1.0,1.0,3.0,6.3,3.34
2017-03-20,61,20.8,13.5,17.1,18.3,6.6,6.6,10.0,6.0,1.41
2017-03-21,51,23.7,13.1,19.0,20.7,0.1,0.1,1.0,6.8,3.51
2017-03-22,51,26.0,14.9,21.0,23.3,0.2,0.2,2.0,5.8,3.79
2017-03-23,2,27.3,16.6,22.8,25.7,0.0,0.0,0.0,5.8,3.93
2017-03-24,51,27.1,19.7,23.2,26.1,0.6,0.6,3.0,5.9,2.89
2017-03-25,63,25.0,18.0,20.9,24.1,16.5,16.5,13.0,6.5,1.94
2017-03-26,55,28.1,18.2,23.4,27.0,3.0,3.0,7.0,6.4,3.31
2017-03-27,53,28.5,19.6,24.0,28.1,2.4,2.4,5.0,5.0,3.8
2017-03-28,61,27.3,20.3,23.7,27.6,4.8,4.8,12.0,5.2,3.05
2017-03-29,63,24.3,21.1,22.3,26.0,75.7,75.7,22.0,11.3,1.35
2017-03-30,63,24.6,21.1,22.1,25.9,65.6,65.6,24.0,10.7,0.9
2017-03-31,65,22.9,21.1,21.9,25.6,78.6,78.6,24.0,7.9,1.11
2017-04-01,65,23.7,20.3,21.6,25.0,111.2,111.2,24.0,10.5,1.49
2017-04-02,65,26.2,19.4,21.7,24.6,96.8,96.8,24.0,13.3,2.15
2017-04-03,65,22.5,19.2,20.2,22.1,191.1,191.1,24.0,13.4,1.22
2017-04-04,65,22.9,19.0,20.5,22.5,122.7,122.7,24.0,13.3,1.46
2017-04-05,63,22.4,19.2,20.9,23.9,70.1,70.1,24.0,6.3,1.33
2017-04-06,61,26.6,20.0,22.7,26.5,9.3,9.3,10.0,5.5,1.93
2017-04-07,63,28.6,20.0,24.8,29.4,17.9,17.9,17.0,6.9,3.11
2017-04-08,61,30.2,22.2,25.8,30.9,10.8,10.8,14.0,10.1,3.07
2017-04-09,61,30.7,22.6,25.1,30.5,12.9,12.9,24.0,8.9,3.04
2017-04-10,53,30.8,20.6,25.4,30.4,3.1,3.1,8.0,7.7,4.19
2017-04-11,0,30.5,18.0,24.5,27.8,0.0,0.0,0.0,5.5,4.9
2017-04-12,1,30.9,17.8,24.8,27.9,0.0,0.0,0.0,6.4,5.18
2017-04-13,0,31.2,18.7,25.4,28.9,0.0,0.0,0.0,7.2,5.13
2017-04-14,55,31.2,19.4,25.7,29.5,1.6,1.6,2.0,7.6,5.14
2017-04-15,63,29.9,20.7,25.0,29.2,14.6,14.6,10.0,6.9,4.41
2017-04-16,55,27.5,19.0,23.2,26.2,2.0,2.0,4.0,8.5,3.17
2017-04-17,0,31.2,18.9,25.2,29.0,0.0,0.0,0.0,9.4,5.38
2017-04-18,53,30.0,20.3,25.9,30.2,2.3,2.3,7.0,7.7,4.61
2017-04-19,63,27.7,21.6,23.6,27.9,53.1,53.1,21.0,7.2,1.86
2017-04-20,63,26.7,21.6,23.2,27.2,70.9,70.9,24.0,7.6,1.71
2017-04-21,63,22.8,21.7,22.3,26.0,97.3,97.3,24.0,10.5,0.72
2017-04-22,65,24.9,21.9,22.9,26.8,235.8,235.8,24.0,12.6,0.86
2017-04-23,63,27.5,21.4,23.3,27.4,27.0,27.0,20.0,9.2,2.71
2017-04-24,63,22.8,21.2,22.0,26.2,100.7,100.7,24.0,4.8,1.01
2017-04-25,63,24.6,21.3,22.5,26.6,87.3,87.3,24.0,10.9,1.28
2017-04-26,63,27.9,21.4,24.2,29.0,33.8,33.8,24.0,6.8,2.13
2017-04-27,63,26.2,21.6,23.5,27.9,24.5,24.5,21.0,6.8,2.64
2017-04-28,61,30.3,21.6,25.8,30.9,4.5,4.5,8.0,6.7,4.09
2017-04-29,63,30.6,21.8,26.2,30.6,7.0,7.0,8.0,6.9,3.97
2017-04-30,61,30.2,22.0,25.6,30.1,8.5,8.5,11.0,11.2,3.74
2017-05-01,63,29.7,22.3,25.5,30.1,7.6,7.6,10.0,9.0,3.44
2017-05-02,1,30.4,20.9,25.5,29.7,0.0,0.0,0.0,8.9,4.19
2017-05-03,51,30.5,21.2,26.4,31.0,0.1,0.1,1.0,5.2,4.34
2017-05-04,55,31.4,22.6,27.0,32.1,1.1,1.1,1.0,6.3,4.48
2017-05-05,63,30.8,22.6,26.0,31.1,16.9,16.9,8.0,8.0,4.41
2017-05-06,63,30.8,21.8,26.4,31.1,21.0,21.0,16.0,8.7,3.58
2017-05-07,63,29.7,21.7,25.1,29.4,17.2,17.2,7.0,8.2,2.44
2017-05-08,63,30.9,23.1,26.3,31.6,6.6,6.6,4.0,6.9,3.66
2017-05-09,53,30.0,23.0,26.1,31.3,2.1,2.1,6.0,8.8,3.33
2017-05-10,51,30.8,23.5,26.8,32.0,0.1,0.1,1.0,6.2,3.91
2017-05-11,53,31.3,23.6,26.7,32.1,2.5,2.5,6.0,6.9,4.4
2017-05-12,51,31.3,24.0,27.5,33.2,0.6,0.6,3.0,5.7,4.34
2017-05-13,63,31.2,23.9,27.2,32.8,15.5,15.5,12.0,5.6,4.1
2017-05-14,63,27.3,23.0,24.9,30.1,29.5,29.5,19.0,4.9,1.86
2017-05-15,63,28.6,22.5,24.8,29.6,34.9,34.9,24.0,9.2,2.34
2017-05-16,63,28.8,22.6,24.7,29.0,26.0,26.0,8.0,7.6,2.13
2017-05-17,51,31.2,23.2,27.2,32.2,0.7,0.7,6.0,8.3,4.78
2017-05-18,61,30.5,23.7,27.0,32.6,6.4,6.4,11.0,6.0,3.94
2017-05-19,61,27.5,23.6,25.1,30.3,11.6,11.6,20.0,9.3,1.83
2017-05-20,63,30.9,23.4,26.5,32.3,19.4,19.4,20.0,5.8,3.61
2017-05-21,61,31.2,23.3,26.9,32.5,13.3,13.3,19.0,6.8,3.55
2017-05-22,63,31.6,23.8,26.7,32.4,18.2,18.2,16.0,5.8,2.91
2017-05-23,63,31.4,24.1,27.0,33.1,14.3,14.3,14.0,5.3,2.8
2017-05-24,63,31.6,24.3,27.8,34.2,10.7,10.7,15.0,6.8,3.71
2017-05-25,63,32.1,24.4,27.3,33.5,22.5,22.5,11.0,7.4,3.3
2017-05-26,63,31.1,24.4,27.5,33.6,17.6,17.6,14.0,5.7,3.66
2017-05-27,61,32.5,25.0,28.1,34.1,5.3,5.3,6.0,5.7,3.74
2017-05-28,51,33.6,25.2,29.3,35.3,0.5,0.5,2.0,6.4,5.27
2017-05-29,63,33.2,25.2,28.5,33.0,13.4,13.4,11.0,17.7,4.93
2017-05-30,65,29.0,24.3,25.6,29.2,70.5,70.5,20.0,22.4,1.68
2017-05-31,63,29.4,23.7,25.4,31.2,60.3,60.3,24.0,9.4,1.57
2017-06-01,63,25.3,23.8,24.4,30.0,70.8,70.8,24.0,6.5,0.92
2017-06-02,63,29.2,23.7,25.7,31.3,69.4,69.4,24.0,14.0,1.67
2017-06-03,65,25.7,23.4,24.4,29.8,96.6,96.6,24.0,6.9,1.2
2017-06-04,65,27.1,23.6,25.1,30.1,141.4,141.4,21.0,10.1,1.71
2017-06-05,61,30.9,24.2,27.1,33.1,6.6,6.6,8.0,8.4,3.1
2017-06-06,51,33.4,25.4,29.2,36.2,0.4,0.4,2.0,6.6,4.8
2017-06-07,53,34.6,25.8,30.3,37.3,1.0,1.0,4.0,9.6,5.53
2017-06-08,61,32.9,25.7,29.0,35.7,4.2,4.2,10.0,6.1,4.09
2017-06-09,51,32.4,25.8,28.6,35.2,1.9,1.9,8.0,5.7,3.65
2017-06-10,63,33.5,25.7,29.0,35.9,11.2,11.2,11.0,5.8,4.33
2017-06-11,65,32.4,25.4,27.9,33.9,30.7,30.7,17.0,11.1,2.83
2017-06-12,65,30.0,24.9,26.4,30.4,77.0,77.0,24.0,22.6,1.65
2017-06-13,63,26.7,24.2,25.5,30.5,51.5,51.5,24.0,17.8,0.78
2017-06-14,63,26.5,24.2,25.4,31.3,34.8,34.8,24.0,7.3,1.21
2017-06-15,63,31.8,24.7,27.3,33.3,29.9,29.9,24.0,10.5,4.25
2017-06-16,63,26.5,24.3,25.5,30.3,84.7,84.7,24.0,16.1,0.77
2017-06-17,63,27.1,24.2,25.7,31.0,64.9,64.9,24.0,18.0,1.09
2017-06-18,63,26.8,24.4,25.5,31.9,52.9,52.9,24.0,7.1,1.17
2017-06-19,63,25.7,24.2,24.9,30.6,76.6,76.6,24.0,6.8,0.65
2017-06-20,55,27.2,24.2,25.3,30.9,14.2,14.2,19.0,5.6,1.37
2017-06-21,63,29.3,24.5,26.5,32.1,38.4,38.4,24.0,7.1,2.64
2017-06-22,63,27.3,24.5,25.6,31.4,35.0,35.0,22.0,7.0,0.98
2017-06-23,61,30.7,24.8,27.6,33.9,13.9,13.9,16.0,4.5,3.48
2017-06-24,55,30.5,25.1,27.2,33.4,5.3,5.3,11.0,6.1,2.68
2017-06-25,61,32.2,25.3,28.6,34.8,7.8,7.8,9.0,5.5,4.15
2017-06-26,61,31.8,25.7,28.4,35.0,12.3,12.3,16.0,4.7,4.14
2017-06-27,61,30.6,25.5,28.1,34.4,9.9,9.9,12.0,4.3,3.05
2017-06-28,63,30.2,25.7,27.2,33.3,9.0,9.0,17.0,5.8,2.28
2017-06-29,61,31.3,25.4,28.1,34.3,11.5,11.5,16.0,5.3,3.6
2017-06-30,63,29.7,25.3,26.9,32.8,29.8,29.8,24.0,12.1,1.82
2017-07-01,63,28.7,25.2,26.4,32.4,43.8,43.8,24.0,6.8,1.56
2017-07-02,63,29.6,25.2,26.8,32.5,32.3,32.3,24.0,8.2,2.04
2017-07-03,65,27.5,24.9,26.0,31.7,85.4,85.4,24.0,8.9,0.81
2017-07-04,61,28.2,24.7,26.2,31.9,35.6,35.6,24.0,10.7,1.34
2017-07-05,63,29.0,25.3,26.4,32.3,45.6,45.6,24.0,8.2,1.17
2017-07-06,63,31.7,25.3,27.5,33.8,16.8,16.8,21.0,7.9,2.95
2017-07-07,63,30.6,25.7,27.7,34.0,21.3,21.3,24.0,7.4,2.78
2017-07-08,61,30.1,25.7,27.0,33.1,28.9,28.9,24.0,9.0,1.94
2017-07-09,61,28.9,24.7,26.4,32.3,29.0,29.0,24.0,7.6,1.7
2017-07-10,63,28.9,24.7,26.0,31.7,26.4,26.4,24.0,7.3,1.39
2017-07-11,61,28.9,24.8,26.1,31.7,26.8,26.8,24.0,8.4,1.31
2017-07-12,53,29.5,24.9,26.8,32.5,4.8,4.8,10.0,6.9,2.21
2017-07-13,61,30.5,25.3,27.5,33.8,9.0,9.0,18.0,6.6,3.69
2017-07-14,53,30.6,25.2,27.0,32.6,2.2,2.2,6.0,5.0,3.03
2017-07-15,61,32.3,25.3,28.8,35.0,6.5,6.5,7.0,6.5,4.69
2017-07-16,61,33.7,25.4,29.5,36.6,5.2,5.2,8.0,8.4,4.71
2017-07-17,2,34.5,26.6,30.7,37.5,0.0,0.0,0.0,11.3,5.02
2017-07-18,63,34.0,26.0,29.4,36.4,28.9,28.9,15.0,7.6,4.3
2017-07-19,65,27.1,24.7,25.9,31.5,95.3,95.3,24.0,8.1,0.88
